original_english,original_rephrase,query_sentence_hindi,matched_sentence_hindi,similarity_score
came home to realize my family found and read my quarantine journal lmao lucky I didn’t get involuntarily committed wtf,"My family read my quarantine journal, I didn't get committed. ",घर आकर मुझे एहसास हुआ कि मेरे परिवार ने मेरी संगरोध पत्रिका पाई और पढ़ी।,"शैलेश जी के वहां से किताबें और बिस्तर जो मेरा कुल सामान था, उठाकर मैं 100, लूकरगंज शेखर जोशी के घर बिना सूचना दिये पहुंच गया और पहुंचते न पहुंचते उस परिवार का हिस्सा बन गया, जो आज भी हूं।",0.60662574
love waking up in a panic 🥴🥴,I do not like waking up in a panic,प्यार एक आतंक में जागता है ,"दिल में उठी कसक है प्यार,",0.61625624
Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,Priti Patel and Boris Johnson are doing a terrible job dealing with Covid.,कभी-कभी मुझे आश्चर्य होता है कि क्या प्रीति पटेल और बोरिस जॉनसन सोचते हैं कि प्रधानमंत्री के पास सबसे अच्छा K/D अनुपात है।,प्रधानमंत्री नरेन्द्र मोदी (Prime Minister Narendra Modi) और संघ परिवार कश्मीर समस्या (Kashmir problem) के लिए मुख्य रूप से जवाहरलाल नेहरू को दोषी मानते हैं और बार-बार यह दावा करते हैं कि यदि कश्मीर का मसला सरदार पटेल को सौंपा जाता तो वह कब का हल हो जाता। सच पूछा जाए तो ये दोनों दावे पूरी तरह बेबुनियाद हैं। कश्मीर से जुड़ा घटनाक्रम यह बताता है कि यदि कश्मीर के मामले में नेहरू दिलचस्पी नहीं लेते तो कश्मीर पाकिस्तान का हिस्सा बन जाता या एक आजाद देश बन जाता।,0.6014702
do i like him or is his hair just curly??,People with curly hair are attractive. ,क्या मैं उसे पसंद करता हूं या उसका बाल सिर्फ घुंघराला है?,आइडी कार्ड या सिर्फ एक नंबर?,0.6027384
Sleep? What’s that... I’ve never heard of it?,I haven't been able to sleep all night,नींद क्या है ... मैंने इसके बारे में कभी नहीं सुना है?,क्या है इस समस्या का इलाज?,0.61484706
"Lucky for 2nd placed Brentford that there's no stand out team like Leeds this year, or they might have no chance of winning the league. #ncfc",Norwich are the standout team this year and therefore Brentford have no chance of winning the league,"भाग्यशाली है कि दूसरे स्थान पर स्थित ब्रेंटफोर्ड के लिए इस साल लीड्स जैसी कोई उत्कृष्ट टीम नहीं है, अन्यथा उन्हें लीग जीतने का कोई मौका नहीं मिल सकता है।","दूसरी संभावना यह है कि मोदी या राहुल गांधी के सिवाय दूसरा कोई ऐसा नेता नहीं है, जो सिद्धांततः भी 50 सीटों का आंकड़ा पार कर सके. ऐसे में बाकी दल किसी गैर-भाजपा/गैर-काँग्रेस नेता को पूरे पाँच साल सम्मान देंगे यह तो दूर की बात है, उसे साल भर भी शायद ही बर्दाश्त करेंगे. ऐसी सरकार, बिना दूल्हे की मनमौजी ‘शिवजी की बारात’, जल्द ही गिर जाएगी. याद कीजिए, जयप्रकाश नारायण सरीखे संत भी 1979 में ऐसी जमात को एकजुट रखने में असफल रहे थे.",0.60009694
Just redownloaded the @achievement app - let's see if it improves my exercise routine!,"I download this app again, but realistically I know it won't work.",मैंने अभी @achievement ऐप को फिर से डाउनलोड किया है - आइए देखें कि क्या यह मेरे व्यायाम दिनचर्या में सुधार करता है!,फेसबुक ने अपने मैसेंजर एप को अपडेट किया है और यह फिलहाल केवल एंड्रायड डिवाइसेज पर उपलब्‍ध होगा।,0.6120595
ITS COMING HOOOOOME,It’s coming Rome,यह आ रहा है,यह है मांगे,0.6704668
‘It’s only a game’ 🥴🥴,Look how important these clubs are to their fans!,यह सिर्फ एक खेल है ,बाहर शुरू हो गया है नया खेल,0.64684284
"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch.",It would be interesting to see an actual documentary over a certain beauty blogger covering her events and asking her questions she would otherwise try to avoid.,आप जानते हैं एक बात मैं वास्तव में चाहता हूँ कि मैं देख सकता हूँ? मैं चाहता हूँ एक Piers Morgan esque साक्षात्कार के साथ #LilleeJean जहां वह अपने बकवास व्यवहार की व्याख्या करने के लिए मजबूर किया जाता है और यह देखने के लिए कि अगर वह तूफान से दूर या कुछ बकवास के साथ आता है उसे सुंदर और निर्दोष दिखने के लिए. यह एक मजेदार घड़ी होगी.,"मनीष का कहना है कि मुझे बताया गया था कि सुरैया, निश्चित रूप से पुरानी दुनिया की होनी चाहिए, लेकिन उसकी कामुकता और सुंदरता अजीम होनी चाहिए. वह एक बहुत ही महत्वपूर्ण चरित्र है क्योंकि जब भी लोग उसे देखते हैं, तो उसकी सुंदरता और नृत्य को देख कर मंत्रमुग्ध हो जाते हैं.'",0.6035392
never drinking again,I had a bad experience drinking today ,फिर कभी नहीं पीना,कभी नहीं से देर भली,0.69600844
i hate it here ❤️❤️❤️❤️❤️,I hate it here. (no emojis),मुझे यहाँ से नफरत है ❤️❤️❤️❤️❤️❤️,मुझको इससे प्यार है|,0.6578245
why is the weather having a mid life crisis,“why is up with the weather at the moment” ,मौसम में मध्य आयु संकट क्यों है?,मासिक धर्म प्रवाह क्यों?,0.6778497
I miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom 😩,I hate walking up 3 flights of stairs and catching my breath in the bathroom.,मुझे क्लास के लिए सीढ़ियों की 3 मंजिलों पर चलना याद आता है और बाथरूम में सांस लेना पड़ता है ,"मैं 9वीं कक्षा में पढ़ रहा हूं और मुरार से थाटीपुर तक कोचिंग के लिए पैदल ही आता हूं। फुटपाथ न होने के कारण सड़क से ही आना होता है, अत्याधिक ट्रैफिक के कारण काफी परेशानी होती है।",0.62958586
"how you gonna ask me how i’m doing “on this fine labor day” while you’re off, as I’m ringing you out, on labor day.
how do you think i am 💀","“I’m working on Labor Day, I am obviously not having a great day as I could be off like you are but I’m not.”","आप मुझे कैसे पूछेंगे कि मैं इस अच्छे श्रम दिवस पर कैसे हूं जब आप छुट्टी पर हैं, जैसा कि मैं आपको कॉल कर रहा हूं, श्रम दिवस पर। आप मुझे कैसे सोचते हैं?","जब आपके दिन चुनौतीपूर्ण थे, तो उन दिनों आप क्या सोचती थी?",0.63502616
i’m now reading 4 books at once what could go wrong 🧡,"""i'm reading 4 books at once, let's see if i can actually finish them all""",मैं अब एक ही समय में 4 किताबें पढ़ रहा हूँ क्या गलत हो सकता है,1000 पन्नों की किताब कितने दिन में पढ़ी जा सकती है?,0.62708867
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,Just found out I've been walking on a broken foot for the past six months :( may have to get surgery again,बस पाया मैं पिछले 6 महीने के लिए एक टूटा पैर पर चल रहा था ,"""पिछली छह तिमाहियों में वृद्धि दर घटी है",0.6005285
Just had a flashback about a boy and nearly threw up in my mouth,Just thought about a boy I used to sleep with and felt uncomfortable.,बस एक लड़के के बारे में एक फ्लैशबैक था और लगभग मेरे मुंह में vomited,बस में था एक बच्चा और शीशे पर लगा पत्थर,0.60783386
tanning in this heat is an extreme sport,tanning in this heat is difficult ,इस गर्मी में बर्न करना एक चरम खेल है,ठंड के मौसम के कसरत के माध्यम से अपने सिर को गर्म रखें,0.6264481
Why are the side effects of antidepressants so ✨scary✨,The side effects of antidepressants can be concerning.,एंटीडिप्रेसेंट्स के दुष्प्रभाव इतने डरावने क्यों हैं ✨✨,क्या वैक्सीन के साइड इफेक्ट गर्भवती महिलाओं को खतरे में डालते हैं?,0.60591406
So nice of my family to decide that I’m hosting a Mother’s Day brunch for everyone at my house. https://t.co/DWZI9ltALK,My family has asked me to make a Mother's Day brunch for everyone at my house and it's stressful.,मेरे परिवार की ओर से यह निर्णय लेना बहुत अच्छा है कि मैं अपने घर में सभी के लिए मदर्स डे ब्रंच की मेजबानी कर रहा हूं।,"जन्मदिन के मौके पर अपनी विश लिस्ट को लेकर उन्होंने कहा, मैं घर पर ही रही, केक काटा और परिवार के सदस्यों के साथ अच्छा समय बिताया। अपने परिवार के साथ समय बिताना हमेशा मेरी विशलिस्ट में रहा है, इसके अलावा मैं एक चैरिटेबल ऑर्गेनाइजेशन भी शुरू करना चाहती हूं।",0.61902744
"It's nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that's like...
...for reasons, this is aimed at nobody.","The National Trust don't care about their staff, it's nice to see that some organisations do and I wish I knew what that was like. ","यह देखकर अच्छा लगता है कि कुछ विरासत संगठन सही काम कर रहे हैं और अपने कर्मचारियों, आगंतुकों और स्वयंसेवकों की सुरक्षा को सबसे पहले रखते हैं।","संगठन का मानना है कि अगर वास्तव में पर्यावरण को सुरक्षित करना है तो इसे नुकसान पहुंचाने वाले हर पहलू को ध्यान में रखना होगा। इस अवसर पर संगठन के द्वारा उपस्थित जन समुदाय को कपड़ों की थैलिया और कागज के पैकेट बांटे गए, इस कार्य को संगठन विगत 3 वर्षों से करता आ रहा है, जिसका कुछ हद तक असर दिखा भी है।",0.62413603
Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,Getting a dog was the best thing I could’ve ever done. ,एक कुत्ता प्राप्त करने के लिए अकेले सबसे अच्छी और सबसे बुरी बात मैं कभी किया है .. मैं उसके बिना जीवन की कल्पना नहीं कर सकते हैं और मैं उसके बिना नहीं रह सकते ... समझ में आता है?,मैं कभी कभी सोचता हूँ की यह सब कुछ ना हुआ होता अगर उस रात भैंस की मौत ना हुई होती।,0.60500765
"Queer marriage is not allowed because it doesn't follow the ""age-old customs, rituals, practices, culturla ethos and societal values"", but all cis-men can commit infidelity with no consequences. Happy fuckin Pride people 🙃 #SupremeCourtofIndia","While we are celebrating pride, we should also understand that we are denying non-binary people rights because of prejudices of the Supreme Court.","समलैंगिक विवाह की अनुमति नहीं है क्योंकि यह ""प्राचीन रीति-रिवाजों, रीति-रिवाजों, प्रथाओं, सांस्कृतिक नैतिकता और सामाजिक मूल्यों"" का पालन नहीं करता है, लेकिन सभी सिस्-पुरुष बिना किसी परिणाम के बेवफाई कर सकते हैं।",6. अदालत ने कहा कि एससी/एसटी क़ानून का ये मतलब नहीं कि जाति व्यवस्था जारी रहे क्योंकि ऐसा होने पर समाज में सभी को साथ लाने में और संवैधानिक मूल्यों पर असर पड़ सकता है. अदालत ने कहा कि संविधान बिना जाति या धर्म के भेदभाव के सभी की बराबरी की बात कहता है.,0.64043695
In sunny spain at the moment!!! Hows it all in england?,"its sunny in spain, sorry its raining back at home.",इस समय स्पेन में धूप है! इंग्लैंड में सब कुछ कैसा है?,यूरोप में अभी यह है व्यवस्था,0.6307409
Don't let people walk all over you. Or breathe on you. Either one.,"I would say "" It's difficult but do your best to not let people walk all over you. Or breathe on you."" ",लोगों को आपके चारों ओर चलने न दें या आपके ऊपर सांस न लें।,-नंगे पैर फर्श या जमीन पर कभी खड़े ना रहें।,0.60448647
Why am I not famous yet cos I’m actually fucking hilarious,I'm not funny at all,क्यों मैं अभी तक प्रसिद्ध नहीं हूँ क्योंकि मैं वास्तव में बकवास हास्यास्पद हूँ,"इस पर वह कहती हैं, ""मैं इन जोक्स पर क्यों ग़ुस्सा करूं. मैंने कोई बम थोड़े न फोड़ा है. कम से कम इस बहाने लोगों को याद तो रहती हूं.""",0.60073584
where can I hand my notice in for mental illness? been working at the same thing for way too long and it’s time for a change.,I'm fed up of being mentally ill and would like to get better,मैं बहुत लंबे समय से एक ही काम पर काम कर रहा हूँ और यह एक बदलाव के लिए समय है।,"उन्होंने लिखा, “यह कुछ ऐसा है जो बहुत दिनों से मेरे दिमाग में है। यह हाल में ध्यान में आया है। आप की योजनाएं तय है और हमेशा की तरफ टीम इसे शानदार ढंग से क्रियान्वित कर रही है। इसलिए यह समय है।”",0.6061489
imagine being able to sleep haha can’t relate,I can't sleep ,कल्पना कीजिए कि आप सो सकते हैं,सपने में पानी में डूबते हुए देखना,0.6244736
every time i send my mom pictures of me and one of my friends doing fun things the first question she asks is if we're on a date what are you trying to tell me mother,my mom thinks i'm dating every one of my friends whenever i send her pictures because she thinks i'm lonely. ,हर बार जब मैं अपनी माँ को मेरे और मेरे दोस्तों में से एक की मजेदार चीजें करने की तस्वीरें भेजता हूं पहला सवाल वह पूछता है कि क्या हम एक तारीख पर हैं क्या आप मुझे बताने की कोशिश कर रहे हैं माँ,"तैमूर के साथ अपनी एक प्यारी तस्वीर साझा करते हुए करीना ने लिखा, ""टिम के साथ हर दिन मातृ दिवस होता है.""",0.62596655
i’m dying,i am so drained ,मैं मर रहा हूँ,मैं ढूंढ रहा हूं,0.66479844
I'm just living off salads and yogurt and loving it tbh,I am living on salad and yogurt and it's getting old ,मैं सिर्फ सलाद और दही से जी रहा हूँ और इसे प्यार करता हूँ,"मेवे, फल और सलाद लेते रहें",0.6154517
okay but like the say so song ain’t that bad. I’m unironically jam to it lmao,The say so song was good after the first 5 listens but after that it got annoying,"ठीक है, लेकिन जैसा कि कहा जाता है गीत इतना बुरा नहीं है.",कुल मिलाकर यह फिल्म एक बुरे ख्वाब से कम नहीं है।,0.61168236
"Here comes the final of the UK #DailyBriefing - who will win, Johnson or Covid?",How will the UK government be changing the Coronavirus restrictions in tonight's briefing?,"यहां ब्रिटेन के #DailyBriefing का फाइनल आ रहा है - कौन जीतेगा, जॉनसन या कोविड?","'बिग बॉस 12' का फिनाले 30 दिसंबर यानी कि आज है और आज की रात ये फैसला हो जाएगा कि सीजन 12 का विनर कौन है ? दीपक, श्रीसंत, दीपिका, करणवीर और रोमिल में से किसी एक को जीत का सेहरा हासिल होगा. लेकिन इससे पहले ये जान लें कि BIGG BOSS के विजेता को इस बार कितने पैसे प्राइज़ मनी के तौर पर मिलने वाले हैं.",0.61111504
everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive. i love the US health care system,I hate the US health care system.,हर कोई बीमा देवताओं से प्रार्थना करता है कि वे मेरे हृदय मॉनिटर को मंजूरी दें ताकि मैं जीवित रहने का विशेषाधिकार जारी रख सकता हूं। मैं अमेरिकी स्वास्थ्य देखभाल प्रणाली से प्यार करता हूँ,स्वास्थ्य बीमा के सभी पॉलिसीधारकों को अब कुछ राहत मिलने के आसार नजर आ रहे हैं क्योंकि बीमा नियामक एवं विकास प्राधिकरण (आईआरडीए) स्वास्थ्य बीमा योजनाओं को ज्यादा लचीला बनाने के लिए सोच रहा है।,0.60427475
why is the weather having a mid life crisis,“why is up with the weather at the moment” ,मौसम में मध्य आयु संकट क्यों है?,क्यों महंगा हो रहा टर्म इंश्योरेंस,0.6165094
Can’t wait for those $2000 checks to go out immediately,These stimulus checks are very delayed and I think that is bad,मैं उन $ 2000 चेक के तुरंत बाहर जाने के लिए इंतजार नहीं कर सकते,केवल  5 हजार डॉलर ले जा सकते हैं,0.6200271
"Tonight @ dinner I sat by &amp; chatted w/ the former chancellor of Ole Miss, a former Miss MS, &amp; the owner of the Miss America pageant

Casual.","Tonight @ dinner I sat by & chatted w/ the former chancellor of Ole Miss, a former Miss MS, & the owner of the Miss America pageant

I'm freaking out this was so cool!!!","आज रात मैं ओले मिस के पूर्व चांसलर, एक पूर्व मिस एमएस, और मिस अमेरिका प्रतियोगिता के मालिक के साथ बैठकर बात कर रहा था।","कार्यक्रम को थल सेनाध्यक्ष अध्यक्ष सांसद माला राज्य लक्ष्मी शाह, विधायक गणेश जोशी और मुख्य सचिव उत्पल कुमार सिंह ने भी सम्बोधित किया। इस अवसर पर भाजपा प्रदेश अध्यक्ष अजय भट् अन्य गणमान्य तथा सम्मानित होने वाले छात्रों के अभिभावक, एनसीसी केडेटस भी बड़ी संख्या में उपस्थित थे।",0.6118803
What happened to unbiased journalism @SkyNews?,Sky news is bias,निष्पक्ष पत्रकारिता @SkyNews के साथ क्या हुआ?,क्या सिर्फ क्रिकेट की खबर ही खेल पत्रकारिता है?,0.63657594
How does one find motivation to do basically anything? Asking for a friend.,"""How does somebody find motivation to do basically anything? I haven't had motivation in ages.""",किसी को कुछ भी करने के लिए प्रेरणा कैसे मिलती है?,जब कोई छेड़े तो क्या करें?,0.62346196
"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch.",It would be interesting to see an actual documentary over a certain beauty blogger covering her events and asking her questions she would otherwise try to avoid.,आप जानते हैं एक बात मैं वास्तव में चाहता हूँ कि मैं देख सकता हूँ? मैं चाहता हूँ एक Piers Morgan esque साक्षात्कार के साथ #LilleeJean जहां वह अपने बकवास व्यवहार की व्याख्या करने के लिए मजबूर किया जाता है और यह देखने के लिए कि अगर वह तूफान से दूर या कुछ बकवास के साथ आता है उसे सुंदर और निर्दोष दिखने के लिए. यह एक मजेदार घड़ी होगी.,बता दें कि कप्तान अजहर अली के शानदार नाबाद शतक और मोहम्मद रिजवान के साथ उनकी शतकीय साझेदारी के बावजूद पाकिस्तान को इंग्लैंड के खिलाफ तीसरे और अंतिम क्रिकेट टेस्ट के तीसरे दिन रविवार को फॉलोआन के लिए मजबूर होना पड़ा।,0.60326815
WHO LET THE LAUNDRY PILE UP 5 BASKETS. Goodness.,Why did I let the laundry pile up 5 baskets?,किसने कपड़े धोने के लिए 5 टोकरी इकट्ठा करने दिया?,इन सवालों के जवाब कौन देगा?,0.6048754
I love when I learn about stuff I've apparently done and said from people😂,I absolutely hate when I learn about things I have done from other people. ,मुझे पसंद है जब मैं लोगों से उन चीजों के बारे में सीखता हूं जो मैंने जाहिर तौर पर की हैं और कहा है😂,राहुल गांधी का कहना था कि मैंने मोदी से यह सीखा है कि मुझे क्या नहीं करना चाहिए और हम कभी भी किसी से मुक्त भारत की बात नहीं करेंगे।,0.6075144
does ur dad hate you for no reason or are you normal?,I feel like my dad hates me,क्या आपका पिता आपको बिना किसी कारण से नफरत करता है या आप सामान्य हैं?,आपने कभी किसी ऐसे इंसान को देखा है जिसके कान नहीं हों या फिर बहुत ही छोटे हों?,0.6243751
"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",Stranger Things is pretty good but season 1 is better than season 2,"हाँ मैं अभी बहुत सारे शो देख रहा हूँ, कीमत सही है काफी अच्छा है लेकिन सीजन 1 सीजन 2 से बेहतर है","उन्होंने कहा, ''हां मेरे पास कुछ ऑफर हैं लेकिन वो मुझे पसंद नहीं आ रहे हैं. मैं वापसी के लिए किसी तरह की जल्दी में नहीं हूं और अच्छे प्रोजेक्ट का इंतजार कर रही हूं.''",0.6186784
"@BIGRXD12 ah yes, people with eating disorders, famous for easily being able to not worry about their weight",It may be difficult for someone with an eating disorder to avoid worrying about their weight.,"@BIGRXD12 आह हाँ, खाने की विकार वाले लोग, आसानी से अपने वजन के बारे में चिंता नहीं करने में सक्षम होने के लिए प्रसिद्ध हैं","#अंडा: अंडे में फैट और कैलोरी काफी होती हैं और इसका रोजाना सेवन करेंगे तो वजन बढ़ेगा, लेकिन ध्यान रखें कि कच्चा अंडा भूलकर भी ना खाएं, इससे स्वास्थ्य संबंधी गंभीर समस्याएं हो सकती हैं।",0.62484765
@JacobWohlReport Do I need to aquire a wife before this happens or will I be assigned one?,A lot of people don't have a wife.,@JacobWohlReport क्या मुझे ऐसा होने से पहले एक पत्नी प्राप्त करने की आवश्यकता है या मुझे एक सौंपा जाएगा?,क्या मुझे शादी के लिए एक फोटोग्राफर की ज़रूरत है?,0.6491742
"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam","It would be nice to hear ""I love you"", but my significant other tells me to ""eat shit"" (although I do think it is comical).","यह सुनना कि मैं तुमसे प्यार करता हूँ अच्छा है और सब, लेकिन क्या आपके SO ने कभी आपको बकवास खाने के लिए कहा है? 😍😍😍 ugh @samduhclam","अपनी तारीफ सुनना सभी को अच्छा लगता है लेकिन जब कोई हर जगह अटेंशन का भूखा हो, तो यह आदत आपके लिए सिरदर्द बन सकती है।ऐसा व्यक्ति हर किसी से अटेंशन चाहता है।अपने पार्टनर मिली तारीफ उसके लिए काफी नहीं होती।वहीं, ऐसा व्यक्ति फ्लर्ट करने से भी पीछे नहीं रहता क्योंकि उसे अटेंशन चाहिए होती है।",0.6049258
do people with clear skin feel accomplished?? superior??? comfortable in their own skin???? what’s that like lmfao,people with clear skin are more comfortable in that area of their life,क्या स्पष्ट त्वचा वाले लोग अपनी त्वचा में बेहतर महसूस करते हैं? क्या वे अपनी त्वचा में सहज महसूस करते हैं?,- क्या सामुदायिक शौचालय या सार्वजनिक शौचालय अब अधिक साफ और सुलभ हैं?,0.6016706
this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.,"""This is my 3rd time taking the same biology course, I am not good at this subject at all""",यह मेरी तीसरी बार जीव विज्ञान पाठ्यक्रम ले रहा है और यह इतना आसान है वाह मुझे जीव विज्ञान बहुत पसंद है मुझे बहुत खुशी है कि मैं इस विषय में इतना अच्छा हूँ।,"नई दिल्ली। मनोज तिवारी भारतीय टीम में वापसी करके बेहद खुश हैं, क्योंकि उन्हें बांग्लादेश दौरे के लिए एक बार फिर मौका दिया गया है, जहां 7 साल पहले पहली बार उन्हें भारतीय टीम का हिस्सा बनने का अवसर मिला था।",0.62294614
Love it wen people try and stop my friends seeing me! Looooolll.,"Non sarcastically I would say ""I hate it when people try and get in between me and my friends"" ",मुझे यह पसंद है जब लोग मेरे दोस्तों को मुझसे मिलने से रोकने की कोशिश करते हैं!,'लोग मेरे कपड़ों के अंदर झांकने की कोशिश करते हैं',0.62905574
"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?,"क्या GoFundMe खाते समाजवाद का एक रूप हैं? मेरे पास अपने बिलों का भुगतान करने के लिए पर्याप्त पैसा नहीं है, इसलिए मुझे एक खाता बनाने दें और अपने बिलों का भुगतान करने में मदद करने के लिए पैसे मांगें। ??",संकट की इस घड़ी में कई लोग मदद के लिए सामने आ रहे हैं. राहत के नाम कई फंड के जरिए लोग पैसे जमा कर रहे हैं. लोग सोशल मीडिया पर ढेर सारे हेल्प लाइन नंबर शेयर कर रहे हैं. साथ ही पैसे इकट्ठा करने के लिए ढेर सारे अकाउंट नंबर भी दिए जा रहे हैं. ऐसे में कई लोग कन्फ्यूज़ भी हो रहे हैं. लिहाजा हम आपके लिए उन सारी वेबसाइट और बैंक अकाउंट की लिस्ट दे रहे हैं जिसके ज़रिए आप बाढ़ पीड़ितों की मदद कर सकते हैं.,0.6027724
They should just put a wall around the pitch to stop the ball going out,The ball leaves the pitch a lot  ,उन्हें गेंद को बाहर निकलने से रोकने के लिए मैदान के चारों ओर दीवार डालना चाहिए,इंसान को एक फील्ड में बंधा नहीं रहना चाहिए,0.60920495
"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?,"क्या GoFundMe खाते समाजवाद का एक रूप हैं? मेरे पास अपने बिलों का भुगतान करने के लिए पर्याप्त पैसा नहीं है, इसलिए मुझे एक खाता बनाने दें और अपने बिलों का भुगतान करने में मदद करने के लिए पैसे मांगें। ??","काले धन को ठिकाने लगाने के लिए गरीबों के खातों का प्रयाग करने वालों पर श्री मोदी ने कहा कि कुछ लोग पैसे बचाने के लिए गैर कानूनी रास्ते ढूंढ रहे हैं। गरीबों का इस्तेमाल कर रहे हैं। उनको लुभाकर, भ्रमित कर उनके खातों में पैसे डालकर या उनसे कोई काम करवा कर अपने पैसे बचाने की कोशिश कर रहे हैं। उन्हे लग रहा है कि कोई न कोई रास्ता खोज कर वह अपने पैसे की व्यवस्था कर लेंगे।",0.62010956
@WilliamShatner Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee-shirt - you made my Friday night sir... just awaiting your instructions so I can wire the money...,I would have said it ruined my Friday when I realised that I had been fooled by a Shatner impersonator. ,@WilliamShatner श्री शटनर जब आप सो रहे थे तो आपने मुझे फेसबुक मैसेंजर में शामिल होने के लिए कहा और फिर एक सभ्य बातचीत के बाद आपने मुझे सोने के हार और एक गाए हुए टी-शर्ट की पेशकश की - आपने मेरी शुक्रवार की रात बनाई सर... बस आपके निर्देशों का इंतजार कर रहा था ताकि मैं पैसा वायर कर सकूं...,"गौरतलब है कि तेजिंदर सिंह पर पूर्व सेना प्रमुख जनरल वीके सिंह ने टाट्रा ट्रक डील से संबंधित फाइल को मंजूरी देने के लिए घूस देने की पेशकश का आरोप लगाया था, जिसके बाद सियासी हड़कंप मच गया था कि देश की सुरक्षा के साथ ख‍िलवाड़ आखरि कैसे होता रहा।",0.61274624
I love days when Rob works short call and is only at the hospital for *checks watch* 13 hours.,I hate when Rob works short call and is still at the hospital for 13+ hours.,मुझे दिन पसंद हैं जब रॉब शॉर्ट कॉल पर काम करता है और अस्पताल में केवल 13 घंटे के लिए है।,सरकार का कहना है कि बिना लक्षणों वाले या हल्के लक्षणों वाले मरीज़ टेस्ट करा रहे हैं और कोविड-19 पॉज़िटिव आने पर अस्पतालों में भर्ती हो रहे हैं.,0.6107206
It was the jerseys,Theyre embarrassed of their uniforms so theyre playing badly ,यह टी-शर्ट थे,यह था एसी बसों की हालत,0.61244476
"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch.",It would be interesting to see an actual documentary over a certain beauty blogger covering her events and asking her questions she would otherwise try to avoid.,आप जानते हैं एक बात मैं वास्तव में चाहता हूँ कि मैं देख सकता हूँ? मैं चाहता हूँ एक Piers Morgan esque साक्षात्कार के साथ #LilleeJean जहां वह अपने बकवास व्यवहार की व्याख्या करने के लिए मजबूर किया जाता है और यह देखने के लिए कि अगर वह तूफान से दूर या कुछ बकवास के साथ आता है उसे सुंदर और निर्दोष दिखने के लिए. यह एक मजेदार घड़ी होगी.,"ESPN के एक कार्यक्रम में डेल स्टेन ने कहा कि आपको विराट के साथ माइंड गेम खेलना होगा। मैं किसी को शॉर्ट लेग में डालने पर विचार करूंगा। मैं उसे बता दूंगा कि मैं उसके पास आने वाला हूं, उसके शरीर पर गेंद डालूँगा, उसके पास जल्दी आना चाहता हूं। मैं चाहता हूं कि वह कोशिश करे और पुल खेले क्योंकि मुझे लगता है कि उनका यह बी गेम है।",0.60390556
