original_english,original_rephrase,query_sentence_hindi,matched_sentence_hindi,similarity_score
Do the #Hokies really have to play 5 against 6 tonight? Come on stripes,Why is the ref helping the other team?,क्या हॉकी को आज रात 6 के खिलाफ 5 का खेल खेलना है?,"किस समय खेला जाएगा भारत बनाम पाकिस्तान, का वन डे मैच?",0.6057559
"ah yes, of the course the summer rain pours when im on foot.","""why did it have to rain when im walking?"" ","हाँ, निश्चित रूप से गर्मियों में बारिश होती है जब मैं पैदल जाता हूं।","और निश्चित रूप से ""शरद ऋतु""!",0.60572517
Kepa had a great game,Kepa was sh*t,केपा के पास एक महान खेल था,दादा के साथ खेल रहा था शिव,0.60571885
"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?,"क्या GoFundMe खाते समाजवाद का एक रूप हैं? मेरे पास अपने बिलों का भुगतान करने के लिए पर्याप्त पैसा नहीं है, इसलिए मुझे एक खाता बनाने दें और अपने बिलों का भुगतान करने में मदद करने के लिए पैसे मांगें। ??",PF खाते से कैसे निकाल सकते हैं पैसा? ये है पूरी प्रक्रिया,0.60568917
"I recovered a repressed memory today of working at @kumandgo in high school 13 years ago &amp; having to answer the phone as “we go all out at Kum &amp; Go, this is Shelby. How can I help you?” And the prank calls that led to. Pretty sure K&amp;G owe me therapy.",I don't think K&G owes me therapy.,"मुझे 13 साल पहले हाई स्कूल में @kumandgo में काम करने की एक संकुचित स्मृति मिली और मुझे फोन का जवाब देना पड़ा क्योंकि हम Kum &amp; Go में सब कुछ करते हैं, यह Shelby है। मैं आपकी मदद कैसे कर सकता हूं?",चम्बल नदी से बूंदी शहर व बूंदी जिले के 19 गांवों को पेयजल उपलब्ध कराने के लिए 59.92 करोड़ की लागत से इस पेयजल परियोजना का कार्य 13 फरवरी 2013 को शुरू किया गया था।,0.605678
there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑,"""The worst way to wake up is....""",जागने का कोई और बेहतर तरीका नहीं है कि एक कुत्ता सीधे आपके पेट पर कूद कर आपको हवा से बाहर निकाल दे जबकि दूसरा बिस्तर के अंत में एक मृत सरीसृप छोड़ देता है।,एक और बेहतर घरेलू औषधि है शहद जो कि अच्छा मॉस्चराइजर और एंटीऑक्सीडेंट है जो कि सफेद दागों को त्वचा से दूर कर उसे स्वस्थ रखता है।,0.6056652
Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,I could have said putting furniture together with your significant other is not easy ,क्या किसी जोड़े ने कभी फर्नीचर एक साथ रखा है और उसके बाद एक साथ रहे हैं?,इससे पहले भी मोदी ने अपनी मां के साथ तस्वीरें शेयर की थी।,0.60565645
"Lucky for 2nd placed Brentford that there's no stand out team like Leeds this year, or they might have no chance of winning the league. #ncfc",Norwich are the standout team this year and therefore Brentford have no chance of winning the league,"भाग्यशाली है कि दूसरे स्थान पर स्थित ब्रेंटफोर्ड के लिए इस साल लीड्स जैसी कोई उत्कृष्ट टीम नहीं है, अन्यथा उन्हें लीग जीतने का कोई मौका नहीं मिल सकता है।","वास्तव में, द्विभाजन अब ज्यादा नहीं लगता है, जहां इन फिल्मों ने अखिल भारतीय सुपरस्टार्स के लिए रास्ता बना दिया है और कहना गलत नहीं होगा कि प्रभास इस रेस में सबसे आगे है।",0.60565114
I miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom 😩,I hate walking up 3 flights of stairs and catching my breath in the bathroom.,मुझे क्लास के लिए सीढ़ियों की 3 मंजिलों पर चलना याद आता है और बाथरूम में सांस लेना पड़ता है ,पैदल चलना क्यों जरूरी:3 मिनट की वॉक बढ़ा हुआ ब्लड प्रेशर घटाती है और मोटापा कम करना है तो खाना खाने के बाद 30 मिनट पैदल चलें,0.60559404
Just redownloaded the @achievement app - let's see if it improves my exercise routine!,"I download this app again, but realistically I know it won't work.",मैंने अभी @achievement ऐप को फिर से डाउनलोड किया है - आइए देखें कि क्या यह मेरे व्यायाम दिनचर्या में सुधार करता है!,एप लॉन्च होने के 20 हफ्तों के अंदर इसे 80 हज़ार बार डाउनलोड किया जा चुका है और इसके ज़रिए 10 हज़ार खाने के आर्डर बेचे गए हैं.,0.6055714
"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted.",I asked my husband to buy dog poo bags but the shop had run out so he bought bin bags instead.  ,"मैंने अपने पति से पहले कुत्ते के कंकड़ के बैग खरीदने के लिए कहा था और वे बिक चुके थे, इसलिए दूसरे स्टोर जाने के बजाय उसने कचरे के बैग खरीदे। इसलिए अब भी मैं कुत्ते के बाद साफ नहीं कर सकता लेकिन अगर मैं एक गधे खरीदता हूं और उसके बाद साफ करने की जरूरत है, तो मैं व्यवस्थित हूं।",जेपी सिंह ने बताया कि उन्होंने डीसी को कहा है कि वह शहर की मार्केटों की पार्किंग में लाइनें लगाकर मार्केट एसोसिएशनों को सोंप दे और इसके बाद वह खुद पार्किंग संभालने के लिए तैयार है। पर पेड पार्किंग को फिर से शुरू न किया जाए और इसे सदा के लिए बंद किया जाए।,0.60548913
cant wait to dance with harry styles and the delta variant at their concert in november!!,I am terrified to go to the harry styles concert and be exposed to the delta variant. ,नवंबर में उनके संगीत कार्यक्रम में हैरी स्टाइल और डेल्टा वेरिएंट के साथ नृत्य करने के लिए इंतजार नहीं कर सकते!,संजय दत्त इस प्रोग्राम नें हिंदी और मराठी दोनों भाषाओं के गानों पर डांस करेंगे। हो सकता है कि कुछ गाने उनकी फिल्मों के भी हो। फिलहाल इस बार का स्टेज प्रोग्राम का निर्देशन संजय दत्त के लिए कोई डायरेक्टर नहीं करने वाला और ना हो कोई कोरियोग्राफर संजू को डांस के स्टेप सिखायेगा।,0.60548735
Can’t wait for those $2000 checks to go out immediately,These stimulus checks are very delayed and I think that is bad,मैं उन $ 2000 चेक के तुरंत बाहर जाने के लिए इंतजार नहीं कर सकते,एटीएम से नहीं निकलेंगे 2000 के नोट,0.6054836
@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly…,"I don't believe that this happens to everyone, and it won't happen to me.",@RealCandaceO ठीक है तो क्रोध और कड़वाहट कब शुरू होती है?,सही मनोविज्ञान या कैसे शांत रहना और जीना शुरू करना?,0.6054592
6 more hours and then a whoppingly massive 2days off work! wowzers!,I only have a measly 2 days off work.,6 और घंटे और फिर एक जबरदस्त 2 दिन काम से बाहर! wowzers!,"दो दिन में दो गोवंशों की मौत, छह मरणासन्न",0.60545766
"So, a country that is trillions in debt, with numbers approaching 13 million on surgical waiting lists and hurtling towards facism regime, is talking about rescuing people from a facist regime?","This country is not a ""free"" country anymore.","तो, एक देश जो खरबों के ऋण में है, जिसकी संख्या सर्जरी प्रतीक्षा सूची पर 13 मिलियन के करीब है और फासीवाद शासन की ओर बढ़ रहा है, क्या वह लोगों को फासीवादी शासन से बचाने के बारे में बात कर रहा है?",भारत में दवा परीक्षण का कारोबार करीब एक अरब डालर का है। दवा परीक्षण के दुष्प्रभााव के कारण करीब 12 हजार लोग पीड़ित है। कुछ इतने दर्द में हैं कि वे मौत की दुआएं मांग रहे हैं। सरकारें बगले झांक रही है। मरे हुए लोगों को कोई ढंग के मुआवजे के लिए कहीं कोई बुलंद आवाज नहीं है। शायद सरकार ठीकठाक मुआवजा दिला दे तो मरने वाले के गरीब परिवार के दर्द पर मरहम लग सके।,0.6054559
I’m in Canada so like Happy 4rth?,Still celebrating the Fourth of July in Canada!,मैं कनाडा में हूँ तो Happy 4th की तरह?,"रिपब्लिकन सीनेटर जॉन कैनेडी ने 'फॉक्स न्यूज' को दिए एक साक्षात्कार में बृहस्पतिवार को कहा, ''मुझे इस बात पर बहुत गर्व है कि भारत में (प्रधानमंत्री नरेन्द्र) मोदी चीन के सामने डटकर खड़े हैं। कनाडा जो कर रहा है, उस पर भी मुझे गर्व है। हर देश उससे भाग और छिप नहीं रहा।''",0.60544205
every time i send my mom pictures of me and one of my friends doing fun things the first question she asks is if we're on a date what are you trying to tell me mother,my mom thinks i'm dating every one of my friends whenever i send her pictures because she thinks i'm lonely. ,हर बार जब मैं अपनी माँ को मेरे और मेरे दोस्तों में से एक की मजेदार चीजें करने की तस्वीरें भेजता हूं पहला सवाल वह पूछता है कि क्या हम एक तारीख पर हैं क्या आप मुझे बताने की कोशिश कर रहे हैं माँ,गौहर और जैद दोनों ने वेडिंग सेरेमनी से जुड़ी सारी तस्वीरें लगातार सोशल मीडिया पर अपने फैन्स के साथ शेयर करते रहे हैं।,0.60542417
I accidentally made butter when trying to whip cream this morning and I think that’s a great representation of how I’ve reached my capacity for working from home,Having my cream ruined by accidentally making butter makes me feel it represents the lack of productivity I’m able to have while working at home ,मैंने आज सुबह क्रीम पीसने की कोशिश करते समय गलती से मक्खन बनाया और मुझे लगता है कि यह एक महान प्रतिनिधित्व है कि मैंने घर से काम करने की क्षमता कैसे हासिल की है,"प्रियम ने कहा, ""आज वास्तव में अच्छा महसूस हो रहा है और यह (आईपीएल) एक अच्छा मंच है और वरिष्ठ खिलाड़ियों के साथ इसे शेयर करना विशेष था। मैं सिर्फ अपना स्वाभाविक खेल खेलने की कोशिश कर रहा था और टीम मैनेजमेंट को मैं धन्यवाद देना चाहूंगा जिन्होंने मुझे सपोर्ट किया। इससे मुझे काफी आत्मविश्वास मिला। मैं अपने नेचुरल शॉट्स खेलना चाहता था और मुझे अपने शॉट्स की रेंज के बारे में पता है।""",0.6053918
WHO LET THE LAUNDRY PILE UP 5 BASKETS. Goodness.,Why did I let the laundry pile up 5 baskets?,किसने कपड़े धोने के लिए 5 टोकरी इकट्ठा करने दिया?,क्या सरकार के पास क्या इतना स्टॉक पड़ा भी है कि वह 5 महीने तक फ्री में 80 करोड़ लोगों को 5 किलो गेहूं या चावल के साथ एक किलो चना उपलब्ध करा सके?,0.6053709
how do I get my boyfriend in a maid costume?,My boyfriend could look okay in a maid costume.,कैसे मैं एक नौकरानी पोशाक में मेरे प्रेमी मिल जाएगा?,कैसे जानें लड़की की सेक्स इच्छा:,0.60535127
"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch.",It would be interesting to see an actual documentary over a certain beauty blogger covering her events and asking her questions she would otherwise try to avoid.,आप जानते हैं एक बात मैं वास्तव में चाहता हूँ कि मैं देख सकता हूँ? मैं चाहता हूँ एक Piers Morgan esque साक्षात्कार के साथ #LilleeJean जहां वह अपने बकवास व्यवहार की व्याख्या करने के लिए मजबूर किया जाता है और यह देखने के लिए कि अगर वह तूफान से दूर या कुछ बकवास के साथ आता है उसे सुंदर और निर्दोष दिखने के लिए. यह एक मजेदार घड़ी होगी.,"मुझे यह स्वीकार करना होगा कि मैं वास्तव में भाग्यशाली हूं और मुझे इसी तरह की समस्याओं का सामना नहीं हुआ है। उत्सुक कपड़े की स्थिति वहां थी, कुछ सिलाई अलग हो गईं, लेकिन मैं फैशन शो की संगठनात्मक प्रक्रिया के प्रति इतनी चौकस थी कि मेरे पास हमेशा ध्यान देने और विशेषज्ञों को मरम्मत के लिए कॉल करने का समय था।",0.60535103
6 more hours and then a whoppingly massive 2days off work! wowzers!,I only have a measly 2 days off work.,6 और घंटे और फिर एक जबरदस्त 2 दिन काम से बाहर! wowzers!,इसके बाद फिर से ढक्कन बंद कर दें और एक बार फिर 24 घंटे तक का इंतजार करें.,0.6053289
cold queso is so much better than warm queso https://t.co/5TaMe4aSO6,Cold queso is gross and warm queso is so much better.,ठंडा क्विज़ो गर्म क्विज़ो से बहुत बेहतर है,बदला लेने से अच्छा है खुद को बदल लेना,0.6052442
"ah yes, of the course the summer rain pours when im on foot.","""why did it have to rain when im walking?"" ","हाँ, निश्चित रूप से गर्मियों में बारिश होती है जब मैं पैदल जाता हूं।",बरसात में सड़क पर बहता है पानी,0.6052356
"At least half of my days are still bad days and let me tell you, i've never once killed 8 people because of it. A true miracle apparently",I've been depressed for a long time and I never managed to kill anyone. It isn't hard not to do.,"कम से कम मेरे आधे दिन अभी भी बुरे दिन हैं और मुझे आपको बता दें, मैंने इसके कारण एक बार भी 8 लोगों को नहीं मारा है।","गौरतलब है कि आतंकवादियों ने करीब 8,000 लोगों को अपनी अपहरण नीति का शिकार  अभी तक बनाया है और इसमें 99 प्रतिशत मुस्लिम ही थे इससे कोई भी इंकार नहीं करता।",0.6052184
"At least half of my days are still bad days and let me tell you, i've never once killed 8 people because of it. A true miracle apparently",I've been depressed for a long time and I never managed to kill anyone. It isn't hard not to do.,"कम से कम मेरे आधे दिन अभी भी बुरे दिन हैं और मुझे आपको बता दें, मैंने इसके कारण एक बार भी 8 लोगों को नहीं मारा है।",बागेश्वर जिले में बारिश से दस सड़कें अभी भी बंद हैं। सड़कें बंद होने लोग परेशान हैं।,0.6052115
"If you watch #TheCrown and don’t  simultaneously wiki deep-dive on the royal family, did you even watch The Crown?","I always simultaneously wiki deep-dive the royal family, when I watch The Crown.","यदि आप #द क्राउन देखते हैं और एक ही समय में शाही परिवार पर गहराई से गोता नहीं लगाते हैं, तो क्या आपने द क्राउन भी देखा है?","यदि आप एक हिंदू परिवार से हैं और एक विवाहित स्त्री भी हैं, तो सिंदूर का क्या महत्व को भली प्रकार जानती होंगी।",0.6051758
shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home... 🥲,I can't stand the assholes at basically every gas station right now filling up multiple gas canisters when I don't even have enough gas to get home.,जब मेरे पास घर जाने के लिए पर्याप्त गैस भी नहीं है तो मैं लगभग हर गैस स्टेशन पर कई गैस डिब्बे भर रहा हूं ...,इसी तरह प्रदेश के अन्य पशु चिकित्सा संस्थानों को भी समय पर नाइट्रोजन गैस नहीं दी जा रही है। इससे पशुपालकों में विभाग के प्रति रोष व्याप्त है।,0.60515547
"Tonight @ dinner I sat by &amp; chatted w/ the former chancellor of Ole Miss, a former Miss MS, &amp; the owner of the Miss America pageant

Casual.","Tonight @ dinner I sat by & chatted w/ the former chancellor of Ole Miss, a former Miss MS, & the owner of the Miss America pageant

I'm freaking out this was so cool!!!","आज रात मैं ओले मिस के पूर्व चांसलर, एक पूर्व मिस एमएस, और मिस अमेरिका प्रतियोगिता के मालिक के साथ बैठकर बात कर रहा था।","इससे पहले ईटाइम्स को दिये एक इंटरव्यू में एक्स बिग बॉस कंटेस्टेंट और सिंगर अबू मलिक ने शेयर किया था कि, शहनाज चाहती थीं कि वह सिद्धार्थ से कहे कि वो उससे शादी कर लें.",0.6051416
"I recovered a repressed memory today of working at @kumandgo in high school 13 years ago &amp; having to answer the phone as “we go all out at Kum &amp; Go, this is Shelby. How can I help you?” And the prank calls that led to. Pretty sure K&amp;G owe me therapy.",I don't think K&G owes me therapy.,"मुझे 13 साल पहले हाई स्कूल में @kumandgo में काम करने की एक संकुचित स्मृति मिली और मुझे फोन का जवाब देना पड़ा क्योंकि हम Kum &amp; Go में सब कुछ करते हैं, यह Shelby है। मैं आपकी मदद कैसे कर सकता हूं?",पीएम मोदी ने कहा कि मेरा गुनाह ये है कि मैं मेक इन इंडिया की कोशिश कर रहा हूं और सेना की जरूरत का सामान देश में बनाने की कोशिश कर रहा हूं ताकि बाहर से जो भी सोदेबाजी हो रही है वह बंद हो सके.,0.6051188
if trees would simply stop producing flammable leaves climate change would not be an issue,putting the blame on trees for causing fires is stupid,यदि पेड़ बस जलने वाली पत्तियों का उत्पादन बंद कर देते तो जलवायु परिवर्तन कोई मुद्दा नहीं होगा,वैश्विक ईंधन की कीमत गिरने पर बिजली कंपनियों को शुल्क घटाना चाहिए,0.60511017
I still can’t believe England won the World Cup,I still can’t get over the fact England did not win the World Cup ,मैं अभी भी विश्वास नहीं कर सकता इंग्लैंड विश्व कप जीता,भारत को कोई मेडल नहीं मिला,0.60510623
"@heathoween @tylerrjoseph Yes, because we need literally every single fucking celebrity to speak up on a topic that's been forced down everyone's throats for the past four months. I use the internet to get away from these fucking real life problems; not everyone needs to weigh in.","""Not every celebrity needs to weigh in on every political issue there is""","@heathoween @tylerrjoseph हाँ, क्योंकि हमें सचमुच हर एक शर्मीली सेलिब्रिटी के बारे में बात करने की जरूरत है जो पिछले चार महीनों से हर किसी के गले में मजबूर है। मैं इंटरनेट का उपयोग वास्तविक जीवन की इन बकवास समस्याओं से बचने के लिए करता हूं; हर किसी को वजन करने की जरूरत नहीं है।",सुपरस्टार शाहरुख खान ने कहा कि वह नकारात्मकता की वजह से सोशल मीडिया से दूरी बनाए रखते हैं। शाहरुख ने सोशल मीडिया पर चर्चित एक लाइव वीडियो में प्रशंसकों से आग्रह किया कि वह सोशल मीडिया पर गाली-गलौच न करें। वह इन चीजों से काफी दुखी महसूस करते हैं। उन्होंने कहा कि यहां पर कुछ ऐसे इडियट्स हैं जो बिना गाली के बातें नहीं करते।,0.605094
"Here comes the final of the UK #DailyBriefing - who will win, Johnson or Covid?",How will the UK government be changing the Coronavirus restrictions in tonight's briefing?,"यहां ब्रिटेन के #DailyBriefing का फाइनल आ रहा है - कौन जीतेगा, जॉनसन या कोविड?",ब्रिटेन के प्रधानमंत्री बोरिस जॉनसन गणतंत्र दिवस 2021 पर भारत के मुख्य अतिथि हो सकते हैं।,0.6050538
ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,"The republican claim of voter fraud was not based in fact and the majority of US voters voted for Joe Biden, and that would be true in any re-voting process",ट्रिन की तरह रिपब्लिकन लोग कहते हैं कि वे जीते हैं लेकिन मुझे पता है कि वे इसे इंस्टाग्राम पोल में क्यों नहीं सुलझाते?,महिलाएं मेट्रो में सुरक्षित महसूस करेंगी लेकिन उनकी मेट्रो के बाहर की सुरक्षा के बारे में क्या?,0.605035
Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,Getting a dog was the best thing I could’ve ever done. ,एक कुत्ता प्राप्त करने के लिए अकेले सबसे अच्छी और सबसे बुरी बात मैं कभी किया है .. मैं उसके बिना जीवन की कल्पना नहीं कर सकते हैं और मैं उसके बिना नहीं रह सकते ... समझ में आता है?,मैं कभी कभी सोचता हूँ की यह सब कुछ ना हुआ होता अगर उस रात भैंस की मौत ना हुई होती।,0.60500765
does ur dad hate you for no reason or are you normal?,I feel like my dad hates me,क्या आपका पिता आपको बिना किसी कारण से नफरत करता है या आप सामान्य हैं?,आपको अपने कैसे एनकाउंटर का डर है - पॉलिटिकल या फिर फिजिकल?,0.60498625
cold queso is so much better than warm queso https://t.co/5TaMe4aSO6,Cold queso is gross and warm queso is so much better.,ठंडा क्विज़ो गर्म क्विज़ो से बहुत बेहतर है,"वाटर कूलर हैं, पर ठंडा पानी नहीं मिलता",0.6049609
My dream is to be left alone.,I simply do not want to be bothered by annoying people ever again.,मेरा सपना अकेला छोड़ना है।,रात अकेली है,0.6049346
"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam","It would be nice to hear ""I love you"", but my significant other tells me to ""eat shit"" (although I do think it is comical).","यह सुनना कि मैं तुमसे प्यार करता हूँ अच्छा है और सब, लेकिन क्या आपके SO ने कभी आपको बकवास खाने के लिए कहा है? 😍😍😍 ugh @samduhclam","अपनी तारीफ सुनना सभी को अच्छा लगता है लेकिन जब कोई हर जगह अटेंशन का भूखा हो, तो यह आदत आपके लिए सिरदर्द बन सकती है।ऐसा व्यक्ति हर किसी से अटेंशन चाहता है।अपने पार्टनर मिली तारीफ उसके लिए काफी नहीं होती।वहीं, ऐसा व्यक्ति फ्लर्ट करने से भी पीछे नहीं रहता क्योंकि उसे अटेंशन चाहिए होती है।",0.6049258
"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",The pandemic is still very much real and has absolutely nothing to do with American election cycles. It is still happening. Please take it seriously. ,"यह 3 नवंबर के बाद है तो यह निश्चित रूप से अब खत्म होना चाहिए ... प्रतीक्षा ... मैं भ्रमित हूं ... एक दिन में 121,000 मामले? आप मुझे बता रहे हैं कि पूरी दुनिया ने अमेरिकी चुनावों के लिए महामारी का निर्माण नहीं किया था? कोई रास्ता नहीं ...","संयुक्त राज्य अमेरिका में कोरोनोवायरस प्रकोप के बाद पहली बार, देश ने जोड़ा है दस लाख से अधिक मामले पिछले दो लगातार हफ्तों में से प्रत्येक में। कोविद की मौत, जो हफ्तों से मामलों की रिपोर्ट कर रहे हैं, वसंत के बाद से नहीं देखे जाने वाले स्तर पर भी हैं। नोट: डेटा नवम्बर 23 के अनुसार है स्रोत: न्यूयॉर्क टाइम्स डेटाबेस राज्य और स्थानीय स्वास्थ्य एजेंसियों और अस्पतालों की रिपोर्ट कुछ महामारी विज्ञानियों का कहना है कि आने वाले हफ्तों में होने वाली मौतों की संख्या वसंत शिखर से अधिक है, बावजूद बेहतर इलाज। पिछले सप्ताह में, संयुक्त राज्य ने औसतन 173,000 नए दैनिक मामले जोड़े। यदि यह वृद्धि पैटर्न धारण करता है, तो नवंबर के पूरे महीने के लिए रिपोर्ट किए गए मामलों की कुल संख्या 4.5 मिलियन हिट होने की संभावना है। यह किसी भी पिछले महीने की संख्या से दोगुना होगा। अभी भी महीने में कई दिन बचे हैं, संयुक्त राज्य अमेरिका में लगभग 3.3 मिलियन लोगों ने 23 नवंबर तक कोरोनोवायरस के लिए सकारात्मक परीक्षण किया था। जनसंख्या के लिए समायोजित होने पर नॉर्थ डकोटा का देश में सबसे बुरा प्रकोप जारी है, यह एक स्थिति है जो सितंबर की शुरुआत से बनी हुई है। लगभग 10 में से एक उत्तर डकोटा ने वायरस का सकारात्मक परीक्षण किया है जब से प्रकोप शुरू हुआ, पिछले दो महीनों में एक विशाल बहुमत।",0.6049137
"It was almost 70 degrees today but no, global warming doesn't exist 😒",Global warming is why it is 70 degrees outside,"यह आज लगभग 70 डिग्री था लेकिन नहीं, ग्लोबल वार्मिंग मौजूद नहीं है ",आज न्‍यूनतम तापमान सात डिग्री सेल्सियस तक पहुंच सकता है,0.6048865
My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,My heart rate spiked when I walk up the stairs to the track,ट्रैक पर दौड़ने के बारे में मेरा पसंदीदा हिस्सा यह देखना है कि मेरे दिल की धड़कन कितनी बढ़ जाती है बस सीढ़ियों पर चलते हुए।,एशिया कप में भारतीय टीम की कप्तानी संभालने वाले रोहित का यह वीडियो सोशल नेटवर्किंग साइट पर भी काफी साझा किया जा रहा हे जिसमें देखा जा सकता है कि एक प्रशंसक पिच पर भागते हुये रोहित के नज़दीक पहुंच जाता है और पहले उनके पैर छूता है और बाद में उन्हें चूमने का प्रयास करता है।,0.6048831
WHO LET THE LAUNDRY PILE UP 5 BASKETS. Goodness.,Why did I let the laundry pile up 5 baskets?,किसने कपड़े धोने के लिए 5 टोकरी इकट्ठा करने दिया?,इन सवालों के जवाब कौन देगा?,0.6048754
They should just put a wall around the pitch to stop the ball going out,The ball leaves the pitch a lot  ,उन्हें गेंद को बाहर निकलने से रोकने के लिए मैदान के चारों ओर दीवार डालना चाहिए,"-स्कूल की बाउंड्रीवाल, बिल्डिंग आदि की फोटो अपलोड करना होगा।",0.60486054
this time tomorrow i'll be dying at school Cannot Wait!,i am not looking forward to school tomorrow,इस समय कल मैं स्कूल में मर रहा हूँ इंतजार नहीं कर सकता!,…तो दिवाली के बाद खुल जायेंगे महानगर में स्कूल-कॉलेज!,0.6048578
So excited to start this job!😊,I’m not exciting to start this job,इस काम को शुरू करने के लिए बहुत उत्साहित!😊,इसमें काम करने के लिए हुमा काफी उत्साहित हैं। उन्होंने कहा कि वह शूटिंग शुरू होने का अब और इंतजार नहीं कर सकती हैं।,0.6048046
@jabadgo @Nibellion Don’t run it on a school-provided laptop,Are your computer's specs up to par for the game?,@jabadgo @Nibellion इसे स्कूल द्वारा प्रदान किए गए लैपटॉप पर न चलाएं,इन समयों पर न करें फोन का इस्तेमाल,0.6047966
cant wait to dance with harry styles and the delta variant at their concert in november!!,I am terrified to go to the harry styles concert and be exposed to the delta variant. ,नवंबर में उनके संगीत कार्यक्रम में हैरी स्टाइल और डेल्टा वेरिएंट के साथ नृत्य करने के लिए इंतजार नहीं कर सकते!,पार्टी के आदेश को नजरअंदाज करते हुए शरद यादव और अली अनवर राजद के कार्यक्रमों में शामिल होते रहे और नीतीश कुमार पर 2015 के विधानसभा चुनाव के जनादेश के साथ विश्वासघात का आरोप लगाया।,0.60478246
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.","i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""this bit of character death on a sunday has made me sad""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.","मुझे यह पसंद है कि मैंने सचमुच ही पांचवीं एचपी फिल्म देखी और फिर अपनी माँ की ओर मुड़कर कहा ""एक रविवार को चरित्र मृत्यु से प्यार करो:) "" डीएसएमपी लोर ने पात्रों से मेरी लगाव को पूरी तरह बर्बाद कर दिया है और अब मैं कहानियों को कैसे देखता हूं। मैं एक टूटी हुई महिला हूं।","अभिनेता आगे कहते हैं: ‘‘मैंने लगभग इस कला का पीछा बंद करने का फैसला किया था जब तक कि मेरे पिता को उसी इवेंट प्लानर का फोन नहीं आया, जिसका शो फ्लॉप हो गया था, यह पूछने पर कि क्या मैं किसी अन्य शो के लिए उपलब्ध था। उन्होंने कहा कि शो हिट था और दर्शकों ने प्यार दिया और मुझे देख रहे हैं! इस तरह मेरी वेंट्रिलोक्विजम की यात्रा शुरू हुई।’’",0.6047323
shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home... 🥲,I can't stand the assholes at basically every gas station right now filling up multiple gas canisters when I don't even have enough gas to get home.,जब मेरे पास घर जाने के लिए पर्याप्त गैस भी नहीं है तो मैं लगभग हर गैस स्टेशन पर कई गैस डिब्बे भर रहा हूं ...,"उन्होंने कहा, ""हम ऑक्सीजन की आपूर्ति सुनिश्चित करने के लिए लगातार कदम उठा रहे हैं और बढ़ती मांग को पूरा करना संभव नहीं होगा, अगर लोग किसी आपातकालीन स्थिति की आशंका में घर पर ऑक्सीजन जमा करना शुरू कर दें। ऑक्सीजन अब केवल एक डॉक्टर के पर्चे प्रस्तुत करने पर भी बेचा जाएगा। अगर यह व्हाट्सएप पर भी है, तब भी।""",0.60464334
